// 0.7.1

1941	1941 - 反击战
sutapper	酒保 (Suntory)
syvalion	黄金龙战记 / Syvalion
tail2nos	超级方程式 - 地面最高速作战
taotaido	苏婆诃格斗 - 太鸥体道
tetris	俄罗斯方块 (Sega)
thehustl	撞球高手 - 骗子
thnderxj	雷霆战机 (日版)
tkdensho	斗姫传承
tkmmpzdm	心跳回忆 对战解迷球
tnzs	小鸡尼泽的故事
tokkae	对战替换球
tom_13	Theatre of Magic (弹珠)
totan_14	Tales of the Alabian Nights (弹珠)
ts_lx5	The Shadow (弹珠)
turtship	海底大冒险 / Turtle Ship
twotiger	双虎 (音效)
twotigra	双虎 (音效) (dedicated)
uopoko	小猫钓鱼
vaportra	空牙
vf2	VR战士 2
von	电脑战机 Virtual-on
vs2v991	VR射手 2 (ver99.1)
vstriker	VR射手
wacko	太空魔宝/ Wacko (音效)
wcs_l2	World Cup '94 (弹珠)
wd_12	Who Dunnit (弹珠)
wecleman	利曼 24 小时赛车
welltris	立体空间俄罗斯 / Welltris
worldc94	World Cup '94
wwfmania	WWF 疯狂摔角
xmultipl	X 战机
zerogun	零式枪手


// Changed or updated in 0.7.2

dadandrn	究极战队 Dadandarn
gaiapols	黄金鹰之剑
mutantf	怪兽快打 / Death Blade / Mutant Fighter


//---------------------------------------------------------
// Added in 0.7.3

airco22b	皇牌空战 22
aliensya	异形特攻队 (美版 / 日版)
alpinerd	立体滑雪
arknid2j	打砖块 - DOH 复仇 (日版)
arknid2u	打砖块 - DOH 复仇 (美版)
blktiger	暗黑之龙 / 暗黑之虎
chasehqj	追踪 HQ (日版)
cybrcomm	未来坦克
cybrcycc	CC摩托
danceyes	3D 天蚕变 - 舞动的眼睛
darksel2	暗黑封印 II (日版)
digdug	挖金子
dunkmnia	疯狂篮球
docastle	嘟先生的城堡
dorunrun	小丑贝洛
douni	嘟先生对独角兽
dowild	嘟先生的暴走
eprom	机械怪兽大逃亡
galaga	大蜜蜂
gemini	捉虫敢死队 / 双子星 / 昆虫世界
getstar	星球守护者
godzilla	哥吉拉
hharry	大力工头 阿源
heatbrl	狂热印地安
hotchase	公路热击
iganinju	伊贺忍术传
jjack	跳跃杰克
kickridr	暴力机车赛
lastduel	决战
madgear	疯狂机车
marvlanj	奇异岛 (日版)
meikyuh	迷宫猎人 G (日版)
myangel3	育婴问答 - 亲亲小宝贝 3
nebulray	星云战机 / Nebulas Ray
perfrman	火蚁超人 / Performan
plumppop	狗狗乐园 / Plump Pop
primglex	Prime Goal EX
propcycl	空中自行车
psychic5	灵童 5
raveracw	颠峰赛车 3
//ridger2j	颠峰赛车 2
//ridgeraj	颠峰赛车
rockrage	恋爱热摇滚 / Rock 'n Rage
rollerg	暴力溜冰 / Rollergames
rygar	阿尔卑斯古战士 / Rygar
scudscsp	疾行狂鏒 / Scud Race (SCSP)
sideby2	机动赛车 2
silkworm	联合大作战
skytargt	天空目标
slapfigh	电子作战 / Slap Fight
souledgb	魂之利刃 (SO1/VER.A)
souledge	魂之利刃 Ver.II (SO4/VER.C)
starswep	星星大扫除 - 解谜俄罗斯方块 / Star Sweep
stridrua	出击飞龙 (set 2)
tceptor2	立体漂浮战 II / 3D Thunder Ceptor II
tekken	铁拳
tekken2b	铁拳 2 (TES2/VER.A)
terracra	火凤凰 (OPN版)
terracrb	火凤凰 (OPL版 2)
tigerh	老虎直升机
timecrsa	时空危机
topskatr	顶尖滑板
tz_92	Twilight Zone (弹珠 ver 9.2)
vf3	VR战士 3
victlapw	A级方程式赛车 - 胜利金足
von2	电脑战机 2
vs2	VR射手 2
vs298	VR射手 2 Version '98
vs299	VR射手 2 Version '99
wc90	Tecmo 世界杯足球 '90
windheat	劲风赛车 / Winding Heat
xevi3dg	铁板阵 3D/G
xevious	铁板阵

// Changed in 0.7.3

bullfgt	斗牛
csclub	卡普空运动俱乐部
dynablst	炸弹夫 / Dynablaster
gnr_300	Guns'n Roses (弹珠)
hotd	死亡鬼屋
jupk_513	侏罗纪公园 (弹珠)
lah_112	Last Action Hero (弹珠)
lw3_208	Lethal Weapon III (弹珠)
mtlchamp	武术冠军
rab_130	Rocky & Bullwinkle (弹珠)
shadoww	忍者龙剑传 / 忍者外传 / Shadow Warriors
scross	越野机车 / Studium Cross
srallyc	世嘉 拉力
stratof	雷牙
strider	出击飞龙 (set 1)
shiryu2	出击飞龙 2
stwr_103	星球大战 (弹珠)
techromn	超钢战纪 机械王 / Tech Romancer
terracre	火凤凰 (OPL版 1)
tftc_303	Tales from the Crypt (弹珠)
twinhawk	大旋风 / Twin Hawk
thndzone	闪电区域 / Dessert Assault
tomy_400	Tommy Pinball Wizard (弹珠)
trek_201	Star Trek 25th Anniversary (弹珠)
vgoalsoc	胜利射门 / Tecmo V Goal Soccer
wildfang	邪城风云 / Wild Fang / Tecmo Knight
wizdfire	暗黑封印 II / 毁灭之门 II (美版)
wwfr_106	WWF Royal Rumble (弹珠)


//--------------------------------------------------------------------------------
// Added in 0.7.4

acedrvrw	国际车神
agallet	石破天惊 / 亚空天惊
barbwire	Barb Wire (弹珠)
batmanf	Batman Forever (弹珠, ver 4.0)
baywatch	Baywatch (弹珠)
bermudat	百慕大魔鬼三角
bighurt	Big Hurt (弹珠)
bbnny_l2	Bugs Bunny's Birthday Bash (弹珠)
cactjack	Cactus Jack (弹珠)
carhop	Car Hop (弹珠)
clas1812	Class of 1812 (弹珠)
cueball	Cue Ball Wizard (弹珠)
deadweap	Deadly Weapon (弹珠)
exterm	灭杀者
f1dream	一级方程式 梦语
freddy	Freddy: A Nightmare on Elm Street (弹珠)
gladiatp	Gladiators (弹珠)
gwar	古巴战士 / 革命英雄
indy500	印弟500
landgear	飞行模拟
lostwrld	失落的世界
manxtt	麦斯超级机车赛
andretti	Mario Andretti (弹珠)
frankst	Mary Shelley's Frankenstein (弹珠)
missb2	Miss Bubble 2
opthund	Operation Thunder (弹珠)
psychos	超能力战士
rescu911	Rescue 911
shaqattq	Shaq Attack (弹珠)
silvslug	Silver Slugger (弹珠)
southpk	South Park (弹珠)
speedrcr	马赫 Go! Go! Go! / Speed Racer
stargatp	Stargate (弹珠)
sfight2	街头霸王 II (弹珠)	街头霸王2p
smb	Super Mario Bros. (弹珠)
surfnsaf	Surf'n Safari (弹珠)
teedoffp	Teed Off (弹珠)
tigeroad	虎之道
tfight	Title Fight (弹珠)
toramich	虎之道 (日版)
tdfever	美式橄榄球 / Touchdown Fever
tdfeverj	美式橄榄球 / Touchdown Fever (日版)
vegas	Vegas (弹珠)
victroad	怒号层圈
vcop2	VR特警 2 / 洛曼帝警察 2
waterwld	Waterworld (弹珠)
wipeout	Wipeout (弹珠)
wcsoccer	World Challenge Soccer (弹珠)

// Changed in 0.7.4

cupsoc	西武杯足球赛


//--------------------------------------------------------------------------
// Added in 0.7.5a3

//aquarush	水世界立体方块
//asurabld	血剑王朝 / Asura Blade
//daytona2	梦游美国 2
//daytona2scsp	梦游美国 2 (SCSP)
//mdhorse	问答 我的赛马梦想
//dirtdevils	越野障碍赛
//ehrgeiz	斗魂 / Ehrgeiz
//flayer	Fighting Layer
//golgo13	Golgo 13
//mrdrillr	钻头先生
//ncv1	Namco 名作剧场 Vol.1
//ncv2	Namco 名作剧场 Vol.2
//kuniokun	热血硬派 国夫君 (日版)
//outrunp	Out Run (prototype?)
//outfxies	异域战狐
//pacapaca	Paca Paca Passion Special
ptblank	枪林弹雨
//srally2	世嘉 拉力 2
//segarally2	世嘉 拉力 2 (SCSP)
//sideby	Side By Side
//soulclbr	灵魂能力 / 刀魂
sws99	超级世界棒球 '99
tekken3	铁拳 3

// Removed in 0.7.5a3
legionna	格斗贵族



//------------------------------------------------------------------------------
// Added in 0.7.5

aceattac	王牌攻击
arescue	空中支援
aquarush	水世界立体方块
arkarea	宇宙飞艇
asurabld	血剑王朝
beastrzr	血腥咆哮 / 兽人格斗 - Hyaper Beast Duel
bbbxing	世界拳击 - 挑战
bmaster	刀锋领主
bldyror2	血腥咆哮 2 / 兽人格斗 2 - Bringer of the New Age
brvblade	勇敢刀锋
bullet	战场雄兵
cottonj	棉花小魔女 (日版)
daytona2	梦游美国 2 - Battle on the Eadge
mdhorse	问答 我的赛马梦想
desertbr	地狱门
desertwr	湾岸战争
ddux	怪鸭冒险记
ehrgeiz	斗魂
f1superb	一级方程式 超级争霸战
fgtlayer	格斗领域 / 银河忍者
fpoint	俄罗斯方块解谜
gp500	500GP 重型机车赛
godzilla	哥斯拉
golgo13	阻击手13
gratia	飞鹰任务 (92047-01 version)
gslugrsj	超级强打
gslgr94u	超级强打 '94
gunforce	战火惊魂
gunforc2	战火惊魂 2
harley	哈利摩托
hayaosi1	早押问答 冠军大赛
hook	铁钩船长
47pie2	偶像雀士 四七牌 II
inthunt	海底大战争
vshoot	J-联盟足球 V-Shoot
karianx	魔法宝石
kof2002	拳皇 2002 - 终极挑战	拳皇2002
lethalth	致命因子
logicpro	逻辑
machbrkr	超能运动会 2
akiss	麻雀 天使之吻
majtitl2	主题高尔夫 2
matrim	新豪血寺一族 斗婚 - matrimelee
mslug4	合金弹头 4
mrdrillr	钻头先生
mnight	突变之夜
mysticri	魔法警备队 铳法器 / Mystic Riders
ncv1	Namco 名作剧场 Vol.1
ncv2	Namco 名作剧场 Vol.2
kuniokun	热血硬派 国夫君
nbbatman	忍者棒球
outfxies	终极杀手 / Out Foxies
p47aces	王牌战机 / P-47 ACES
pacapp	波卡热舞
passsht	网球绝招 - 近身攻击 / Passing Shot
ptblank	枪林弹雨
pontoon	益智扑克 / Pontoon
racingb	超强方程式赛车 / Racing Beat
rotd	龙吼
raidndx	雷电 DX
rdft	雷电快打
kirarast	流星雀士 Kirara☆之星
bass	世嘉 钓鱼
sonicbom	音速轰炸机
starglad	星际格斗
soulclbr	剑魂
swa_dsb	星球大战 (音乐)
swa	星球大战 (音效)
sjryuko	麻雀 雀狼会 / 雀士 龙子
suprleag	超级小联盟
sws95	超级世界棒球 '95-'97
ssoldier	完美战士
fromanc2	对战偶像麻雀 最终罗曼史 2
fromanc4	对战偶像麻雀 最终罗曼史 4
fromancr	最终罗曼史 RD
tekkentt	铁拳锦标赛
wofj	吞食天地 II 赤壁之战
tenkomor	迷你游戏 / Tenkomori Shooting
tetrisp	俄罗斯方块 Plus
tp2m32	俄罗斯方块 Plus 2 (MegaSystem 32 Version)
gametngk	游戏天国 - 枪神!
tnzsj	小鸡尼泽的故事
timecrs2	时空危机 2
timescan	时空弹珠台
topskatr	顶尖滑板
toryumon	登龙门
tturfu	硬汉 (美版)
uccops	玉面威龙 / 暴力刑警 (世界版)
uccopsj	玉面威龙 / 暴力刑警 (日版)
vsnetscr	网路对战足球
wwallyj	绘本国大冒险
wrestwar	摔角大战 / Wrestle War
zeroteam	零组特攻队


// Changed or updated in 0.7.5

aliensy2	异形特攻队 (System 16A)
ts2	斗神传 2
bbnny_l2	Bugs Bunny's Birthday Bash (Piball)
daytona	梦游美国 (日版)	梦游美国 1
daytonau	梦游美国 (美版)	梦游美国 1_us
dendeg	电车向前走
dendeg2	电车向前走 2 - 高速编
dietgo	乐乐小子
dirtdvls	越野障碍赛
dragoona	战斗英雄
dynwar	吞食天地 / Dynasty Wars (世界版)
eswat	霹雳双警
fantzon1	神奇地带 (日版)
fgtlayer	格斗领域
gt3d	金牌 3D 高尔夫 (also '97-Classic)
gt3dv18	金牌 3D 高尔夫 (v1.8)
mmaulers	究极战队 Dadandarn
tcobra2	究极虎 II
lastbrnx	东京番外地
mwalk	外星战将 - 麦可杰克森月球漫步
plsmaswd	星际格斗 2
pzloop2j	Puzzloop 2
raidndx	雷电 DX
ridgerac	颠峰赛车
ridgera2	颠峰赛车 2
rab_320	Rocky and Bullwinkle (弹珠)
scud	疾行狂鏒 / Scud Race
srally2	世嘉 拉力 2
sidebs	机动赛车 / Side by Side
sidebs2	机动赛车 2 / Side by Side II
spidman	蜘蛛侠
sf	街头霸王
strider2	出击飞龙 2
tekken2	铁拳 2 (TES3/VER.B)
xfilepin	The X-Files (弹珠)
thnderxa	雷霆战机 (日版)
timecris	时空危机
twotigrc	双虎 (Tron Conversion) (音效)
vr	VR赛车
vs2v991	VR足球 2 Version '99
twrldc94	Tecmo 世界杯 '94
jdreddp	特警判官

// Removed in 0.7.5
//outrunp	Out Run (Deluxe)



// New in 0.7.6
rfjet	雷电斗士 JET
viprp1	雷电系列 - 毒蛇任务 / Viper Phase 1

// Re-added in 0.7.6
dynwarj	吞食天地 (日版)



// Added in 0.7.7
dimahoo	大魔法
finalapr	最后冲剌 R
ghostlop	幽灵球
jockeygp	赛马大享
progear	疾风之岚
vliner	水果机



// New in 0.7.7u1
alpinr2b	高山滑雪 2
alpinesa	高山冲浪
bmcorerm	唱片骑师 Core MIX
bmdct	唱片骑师 featuring Dreams Come True
daytona2pe	梦游美国 2	梦游美国 2
fvipers2	格斗毒蛇 2
finfurl2	老虎赛马 2
gladiatr	黄金城 / Gradiator
gradius4	宇宙巡航机 IV - 复活
gticlub	GTI俱乐部
invasn	太空入侵者
kncljoe	惩奸锄恶
mk4	真人快打 4
nbapbp	NBA 篮球
skisuprg	世嘉 超级滑雪G
slrasslt	太阳攻击
swtmpeg	星球大战 2 (BGM)
swe1	Starwars Episode I (弹珠)
tektagt	铁拳锦标赛
thunderh	雷霆风暴
ttt_10	Ticket Tac Toe (redemption)
toki	JuJu传说 / Toki


// removed in 0.7.7u1
//tnzs	纽西兰童话


// New in 0.7.7u2
diggerma	Diggerman (行程版)
mslug5	合金弹头 5
pacapp2	波卡热舞 2
samsho5	侍魂 零
samsh5sp	侍魂 零 Special
svcpcb	SVC Chaos - SNK vs Capcom
kof2003	拳皇 2003	拳皇2003


// New in 0.7.7u3
10yard	十码大战
abcop	宇宙骑警
alpha1v	太空浩劫 (Vision Electronics / Kyle Hodgetts)
anteater	食蚁兽
apollo13	阿波罗 13 (弹珠)
archrivl	二对二篮球斗牛
armorcar	装甲车
bellring	Bellringer (弹珠)
calipso	潜水任务
ccruise	Caribbean Cruise (弹珠)
crater	太空救难艇 
ckongs	大金刚 (Scramble Hardware)
darkplnt	黑暗星球
diner_l4	Diner (L-4) (弹珠)
dd_l2	Dr.Dude (弹珠)
dbreed72	神龙太子
driveyes	车魂 - 驱动之眼
eca	非常救护车 - Emergency Call Ambulance
funkyjet	飞拳小子
ghlpanic	盗尸者之神
goldcue	Golden Cue (弹珠)
hook_408	Hook (弹珠)
horizon	飞越地平线
hunchbks	驼背骑士 (Scramble Hardware)
hsf2	超级街霸 2 - 周年纪念版
id4	Independence Day - ID4 (弹珠)
jungler	蜈蚣谜城
kengo	剑豪
kikcubic	迷宫岛
lemans24	利曼24小时
lca	Lights, Camera, Action (弹珠)
locklodu	抢匪追缉令
losttomb	盗募者
//mars	火星
matchit	四川省 / Match It
matchit2	四川省II / Match It II
mav_402	Maverick the Movie (弹珠)
mimonkey	世纪猴王 / Mighty Monkey
minefld	布雷区
moonwar	月球战争
newsin7	新辛巴达 7
newtangl	New Tropical Angel
nitrobal	地狱英雄弹珠门 / Gunball / Nitro Ball
pacappsp	波卡热舞
pigskin	原始橄榄球 / Pigskin 621AD
pnyaa	宠物方块
ptblnk2a	奇幻双枪 2
pool_l7	Pool Sharks(L-7) (弹珠)
pooyan	小猪射野狼 / Pooyan
poundfor	重量拳击
rachero	摩托英雄
racingj	赛道狂奔
racingj2	赛道狂奔 22
rackemup	The Hustler / Rack' em Up
radcl_l1	Radical (L-1) (弹珠)
rvrbt_l3	Riverboat Gambler (L-3) (弹珠)
rocnrope	凤凰猎人 / Rock'n Rope
rollr_l2	Roller Games (L-2) (弹珠)
schmeisr	格斗机器人 / Schmeiser Robo
shtrider	射击机车手
sscope2	追击手 2
sotsugyo	卒业证书
spacejam	Space Jam (弹珠)
spdcoin	快速硬币 (行程版)
spelunkr	洞穴探险
spelunk2	洞穴探险 2
spikeout	锐击
spikeofe	锐击 II Final Edition
swtril43	Star Wars Trilogy - Special Edition (弹珠)
startrp	Starship Troopers (弹珠)
stratgyx	大战略 X
superbon	超级庞德
scobra	超级眼镜蛇
tactcian	太空战术家
theend	射蜘蛛 / The End
jplstw22	迷失世界 - 侏罗纪公园 (弹珠)
thrilld	Thrill Drive
timber	伐木工
travrusa	横越美国 / Zippy Race
trisport	保龄球 / Tri-Sports
twst_405	龙卷风暴 (弹珠)
vigilant	成龙踢馆 2
winrun	胜利之路 铃鹿 GP
winrun91	胜利之路 '91
youjyudn	妖兽传


// Changed in 0.7.7u3
viprp1j	雷电系列 - 毒蛇任务 / Viper Phase 1
pzloop2	环绕球 2
mpang	魔鬼气泡 / Mighty Pang!


// Added in 0.7.7u4
asurabus	Asura Buster
avspirit	复仇精灵
atlantisp	Atlantis (弹珠)
bcats_l5	Bad Cats (L-5) (弹珠)
bguns_l8	Big Guns (L-8) (弹珠)
bigstrik	大联盟足球
bnzai_l3	Banzai Run (L-3) (弹珠)
btmn_103	蝙蝠侠 (1.03) (弹珠)
butasan	笑傲猪群
choko	长江
cycln_l5	Cyclone (L-5) (弹珠)
drac_l1	Bram Stoker's Dracula (L-1) (弹珠)
champwr	冠军摔跤
chimerab	原生兽
eatpm_l4	Elvira and the Party Monsters (LA-4) (弹珠)
esckids	脱线行大运
esha_pr4	Earth Shaker! (Family Version) (PR-4) (弹珠)
f14_l1	F-14 Tom Cat (L-1) (弹珠)
f1gp	一级方程式 GP 大赛
fire_l3	Fire! (L-3) (弹珠)
ft_l5	Fish Tails (L-5) (弹珠)
gemini	昆虫世界
godzilla	哥斯拉
grand_l4	Grand Lizard (L-4) (弹珠)
gs_l4	The Bally Game Show (L-4) (弹珠)
gw_l5	The Gateway - High Speed II (弹珠)
hs_l4	High Speed (L-4) (弹珠)
hvymetal	重装任务
joust2	鸵鸟骑士 2 - 适者生存
jyangoku	雀国志 - 覇王之采牌
lostwrld	迷失世界
mars	火星
midnrun	午夜狂鏒
milln_l3	Millionaire (L-3) (弹珠)
mlanding	午夜登陆
mmancp2u	洛克人 - 力量对决 (美版)(CPS2)
mousn_l4	Mousin' Around! (LA-4) (弹珠)
omegaf	欧米茄战机
othunder	霹雳行动
pb_l5	Pin * Bot (L-5) (弹珠)
polic_l4	Police Force (LA-4) (弹珠)
rackem	撞球高手
rckmanj	洛克人 - 力量对决 (CPS2)
rdkng_l4	Road Kings (L-4) (弹珠)
robokid	原子机械人
rapidrvr	激流探险
skichamp	世嘉 滑雪锦标赛
spstn_l5	Space Station (L-5) (弹珠)
strkforc	射击部队
superman	超人
swrds_l2	Swords of Fury (L-2) (弹珠)
taf_l5	Adams Family (L-5) (弹珠)
tafg_lx3	Addams Family Special Collectors Edition Gold (LX-3) (弹珠)
taxi_l4	Taxi (Lola) (L-4) (弹珠)
tshingen	武田信玄
tsptr_l3	Transpoter The Rescue (L-3) (弹珠)
trucksp3	Truck Stop (P-3) (弹珠)
warriorb	武士之刃 - Rastan Saga Episode III
wgp	国际机车大奖赛
wgp2	国际机车大奖赛 2
whirl_l3	Whirl Wind (L-3) (弹珠)
zintrckb	生物泡泡

// Will be added in 0.7.7u5
athena	雅典娜
beathead	摇滚跳方块 (行程版)
chopper	航空骑兵物语 / Chopper I
crshrace	冲撞赛车
cyberb2p	2072年未来橄榄球
exedexes	超浮游要塞
extrmatn	异星毁灭者
firebarr	火爆战机
g13knd	刹手13 奇跡の弹道
ikari	怒
klaxp1	旋转方块 (prototype 1)
lbgrande	义大利足球赛 / Libero Grande
majtitle	主题高尔夫
mgcldtex	魔幻之日 EX
motoraid	电单车攻击赛
overrev	Over Rev
qgakumon	问答 劝学篇
quiz18k	Miyasu Nonki no Quiz 18禁
ptblank2	奇幻双枪 2 (System 12)
psychosj	超能力战士 (日版)
riot	雷轧斗

// Renamed until 0.7.8a1
// battleg  -> bgaregga
// baraduke -> aliensec
// theustl  -> rackemup
// dbreed   -> dbreed72
// hayaosi1 -> hayaosi2
// tekkentt -> tektagt
// pzloop2j -> pzloop2
// swe1     -> stwr_103
// esha_pr4 -> esha_la3
//
// Removed until 0.7.8a1
// lockload
// shisen2
// macrossp
// prmrsocr
// legionna
// wofj
// bmcorerm
// bmdct
// daytona2pe
// invasn
// mk4
// mpang
// rackem
// rckmanj
